,is_label_issue,label_quality,given_label,predicted_label,sample_weight
0,False,0.8304692204515769,1,1,1.4225059382422802
1,False,0.8641189476311586,1,1,1.4225059382422802
2,True,0.2669479905787889,2,1,0.0
3,False,0.2751962413912577,2,1,3.730555555555555
4,False,0.7054236713323649,1,1,1.4225059382422802
5,False,0.7034746473023766,1,1,1.4225059382422802
6,False,0.6742692791210826,1,1,1.4225059382422802
7,False,0.7837317840293874,1,1,1.4225059382422802
8,False,0.5472533328959496,2,2,3.730555555555555
9,False,0.7770125398969473,1,1,1.4225059382422802
10,False,0.20600527407359503,0,1,5.451127819548872
11,True,0.15733346906054083,2,1,0.0
12,True,0.2597159597694667,2,1,0.0
13,False,0.8422432040347685,1,1,1.4225059382422802
14,True,0.1599200615836309,2,1,0.0
15,False,0.7782274573799923,1,1,1.4225059382422802
16,False,0.48481625982968296,1,1,1.4225059382422802
17,False,0.5005189541488829,1,1,1.4225059382422802
18,False,0.6102030466109971,1,1,1.4225059382422802
19,True,0.17231138711418933,0,1,0.0
20,False,0.3776436720322102,2,1,3.730555555555555
21,True,0.19683427074306376,0,1,0.0
22,False,0.7113055690087948,1,1,1.4225059382422802
23,False,0.7620128138648906,1,1,1.4225059382422802
24,True,0.11917623459013499,0,1,0.0
25,False,0.8419326001706178,1,1,1.4225059382422802
26,True,0.2508819128170359,1,2,0.0
27,True,0.2349602159714186,2,1,0.0
28,False,0.7377668176600377,1,1,1.4225059382422802
29,True,0.12129001981589263,0,1,0.0
30,False,0.5397719938907525,1,1,1.4225059382422802
31,False,0.2729084720264536,2,1,3.730555555555555
32,False,0.8028514412928012,1,1,1.4225059382422802
33,False,0.7093302594131548,1,1,1.4225059382422802
34,False,0.35026681798047393,2,1,3.730555555555555
35,False,0.33551263012888716,0,1,5.451127819548872
36,False,0.5692558539102481,1,1,1.4225059382422802
37,True,0.1655460944428042,0,1,0.0
38,False,0.8913780221282609,1,1,1.4225059382422802
39,True,0.3682673730370898,1,0,0.0
40,False,0.8084533275139519,1,1,1.4225059382422802
41,False,0.4952365847609355,1,1,1.4225059382422802
42,False,0.7461523249471025,1,1,1.4225059382422802
43,False,0.6960598078292227,1,1,1.4225059382422802
44,True,0.2016296531626978,2,1,0.0
45,False,0.788141512630549,1,1,1.4225059382422802
46,False,0.3022670253713415,2,1,3.730555555555555
47,True,0.11775177250596468,0,1,0.0
48,False,0.5975325965271009,1,1,1.4225059382422802
49,False,0.864472588687094,1,1,1.4225059382422802
50,True,0.13693715037514897,0,1,0.0
51,False,0.6217289619622712,1,1,1.4225059382422802
52,True,0.10803938797794033,0,1,0.0
53,False,0.8262414233944964,1,1,1.4225059382422802
54,True,0.40702507162321233,1,2,0.0
55,False,0.5509329690560224,1,1,1.4225059382422802
56,False,0.6622728056965036,1,1,1.4225059382422802
57,False,0.6987077271177706,1,1,1.4225059382422802
58,False,0.615479673174173,1,1,1.4225059382422802
59,False,0.7069526944930267,1,1,1.4225059382422802
60,True,0.17433739411859983,2,1,0.0
61,True,0.11220002031111416,0,1,0.0
62,False,0.7608282130425545,1,1,1.4225059382422802
63,False,0.8956046366975818,1,1,1.4225059382422802
64,False,0.6500342572650586,1,1,1.4225059382422802
65,False,0.8670398684915163,1,1,1.4225059382422802
66,False,0.5830264960190441,1,1,1.4225059382422802
67,False,0.8650033296564524,1,1,1.4225059382422802
68,False,0.453750795105158,0,0,5.451127819548872
69,False,0.5439582760631729,1,1,1.4225059382422802
70,True,0.14202847298667312,2,1,0.0
71,True,0.16072615656547798,0,1,0.0
72,False,0.21314266882168756,0,1,5.451127819548872
73,False,0.8398303060457898,1,1,1.4225059382422802
74,False,0.8760694654973749,1,1,1.4225059382422802
75,False,0.6966564452035732,1,1,1.4225059382422802
76,False,0.4932079079190368,1,1,1.4225059382422802
77,False,0.884455058141591,1,1,1.4225059382422802
78,False,0.4593796776539361,1,1,1.4225059382422802
79,False,0.9178126380991256,1,1,1.4225059382422802
80,True,0.3195373398682177,1,2,0.0
81,False,0.8420369717968212,1,1,1.4225059382422802
82,False,0.6401173075770771,1,1,1.4225059382422802
83,False,0.8889678540689816,1,1,1.4225059382422802
84,True,0.0390209776363577,2,1,0.0
85,False,0.5619379400015991,1,1,1.4225059382422802
86,False,0.8038110220302473,1,1,1.4225059382422802
87,False,0.6925496407605225,1,1,1.4225059382422802
88,False,0.8688012507265462,1,1,1.4225059382422802
89,False,0.8479514344305524,1,1,1.4225059382422802
90,False,0.6205180138394896,1,1,1.4225059382422802
91,True,0.22201682696823075,2,1,0.0
92,False,0.22975816213319147,0,1,5.451127819548872
93,False,0.8897823219477707,1,1,1.4225059382422802
94,False,0.547066339520886,1,1,1.4225059382422802
95,False,0.3863960719222908,1,1,1.4225059382422802
96,True,0.05989091531681238,0,1,0.0
97,False,0.49687427743990004,1,1,1.4225059382422802
98,False,0.5557329602083906,1,1,1.4225059382422802
99,False,0.5849788197383572,1,1,1.4225059382422802
100,False,0.4108168068501598,1,1,1.4225059382422802
101,False,0.9205184577528335,1,1,1.4225059382422802
102,False,0.8007656956042516,1,1,1.4225059382422802
103,False,0.8890987048591066,1,1,1.4225059382422802
104,True,0.07210235524893538,0,1,0.0
105,False,0.6877756872445331,1,1,1.4225059382422802
106,False,0.84295676711239,1,1,1.4225059382422802
107,False,0.8722518156121164,1,1,1.4225059382422802
108,True,0.1697296191691686,2,1,0.0
109,False,0.29788985509423943,2,1,3.730555555555555
110,False,0.9018957495109416,1,1,1.4225059382422802
111,True,0.10051927513728558,2,1,0.0
112,False,0.1815032966953562,0,1,5.451127819548872
113,False,1.0,1,1,1.4225059382422802
114,False,0.6835977290643621,1,1,1.4225059382422802
115,False,0.27448107416562245,0,1,5.451127819548872
116,True,0.1942686804956156,2,1,0.0
117,False,0.3895877826562308,2,1,3.730555555555555
118,False,0.7104227235812155,1,1,1.4225059382422802
119,False,0.9012127149207678,1,1,1.4225059382422802
120,False,0.6877756872445331,1,1,1.4225059382422802
121,False,0.9377592480013299,1,1,1.4225059382422802
122,False,0.3367391718549288,2,1,3.730555555555555
123,False,0.26836898806751025,0,1,5.451127819548872
124,False,0.29358436661723164,2,1,3.730555555555555
125,False,0.40115921856603837,2,1,3.730555555555555
126,False,0.21903366743743957,0,1,5.451127819548872
127,False,0.6453633382335134,1,1,1.4225059382422802
128,False,0.833030601597867,1,1,1.4225059382422802
